category,condition_grade,return_reason,original_price,inbound_shipping_cost,final_decision,hazardous_goods_flag,co2_saved_refurb_vs_landfill,profit
Beauty,A,02_changed_mind,19515,288,keep_it,0,0.0,50
Beauty,B,02_changed_mind,7386,421,keep_it,0,0.0,15
Apparel,B,03_damaged_shipping,24016,268,recycle,1,0.0,-436
Electronics,C,02_changed_mind,22310,156,liquidate,0,0.0,769
Electronics,D,02_changed_mind,22076,78,liquidate,0,0.0,-1316
Beauty,A,03_damaged_shipping,18766,277,liquidate,0,0.0,535
Beauty,B,02_changed_mind,9729,293,keep_it,0,0.0,72
Electronics,B,01_defective,3360,152,recycle,1,0.0,909
Electronics,B,03_damaged_shipping,9163,137,liquidate,0,0.0,-1155
Apparel,A,04_incorrect_item,15165,97,liquidate,0,0.0,-1320
Apparel,A,02_changed_mind,26110,166,liquidate,0,0.0,-183
Kitchen,A,02_changed_mind,9869,144,keep_it,0,0.0,61
Apparel,B,01_defective,15109,490,refurbish,0,1.5276639081421926,15146
Apparel,C,03_damaged_shipping,5476,64,recycle,1,0.0,-2204
Electronics,B,03_damaged_shipping,17746,332,liquidate,0,0.0,395
Apparel,A,01_defective,16249,306,refurbish,0,4.7847892575229425,9127
Electronics,B,02_changed_mind,3686,293,keep_it,0,0.0,21
Electronics,B,04_incorrect_item,7337,299,liquidate,0,0.0,-1069
Beauty,B,03_damaged_shipping,26793,447,liquidate,0,0.0,-240
Beauty,A,02_changed_mind,3007,321,liquidate,0,0.0,-1028
Electronics,D,02_changed_mind,18318,67,keep_it,0,0.0,40
Kitchen,A,02_changed_mind,4188,398,keep_it,0,0.0,54
Kitchen,D,02_changed_mind,10425,218,keep_it,0,0.0,22
Apparel,C,03_damaged_shipping,4719,329,recycle,1,0.0,-1214
Apparel,B,01_defective,7945,228,refurbish,0,2.443327332602599,14502
Apparel,B,02_changed_mind,22921,193,keep_it,0,0.0,21
Kitchen,C,03_damaged_shipping,27226,471,recycle,1,0.0,455
Electronics,B,02_changed_mind,4277,327,liquidate,0,0.0,-153
Kitchen,A,01_defective,14014,69,refurbish,0,1.461333615382558,11250
Electronics,B,02_changed_mind,23589,270,liquidate,0,0.0,-6
Apparel,B,02_changed_mind,20823,126,liquidate,0,0.0,747
Beauty,A,02_changed_mind,16673,93,keep_it,0,0.0,79
Electronics,A,02_changed_mind,16703,215,liquidate,0,0.0,-765
Beauty,A,03_damaged_shipping,10596,471,liquidate,0,0.0,-529
Beauty,D,03_damaged_shipping,29966,422,recycle,1,0.0,554
Kitchen,B,03_damaged_shipping,16150,323,recycle,1,0.0,-2589
Apparel,B,01_defective,10658,257,refurbish,0,1.8794326568722122,3539
Apparel,D,03_damaged_shipping,21187,369,recycle,1,0.0,-1706
Beauty,B,02_changed_mind,16631,457,keep_it,0,0.0,24
Apparel,B,02_changed_mind,11637,412,liquidate,0,0.0,419
Electronics,D,04_incorrect_item,1631,121,donate,0,5.371219146175653,123
Apparel,B,02_changed_mind,26599,259,liquidate,0,0.0,84
Electronics,B,02_changed_mind,10987,52,liquidate,0,0.0,-1566
Apparel,C,03_damaged_shipping,21490,331,recycle,1,0.0,-4012
Apparel,B,02_changed_mind,21792,85,keep_it,0,0.0,52
Kitchen,B,03_damaged_shipping,19536,210,liquidate,0,0.0,952
Electronics,B,04_incorrect_item,23243,189,liquidate,0,0.0,-1667
Kitchen,C,02_changed_mind,2223,177,keep_it,0,0.0,96
Electronics,C,04_incorrect_item,16506,480,donate,0,4.1709945643451745,209
Electronics,A,01_defective,5931,75,refurbish,0,1.1440979270223703,7492
Kitchen,C,02_changed_mind,20194,377,keep_it,0,0.0,93
Electronics,D,02_changed_mind,29150,250,keep_it,0,0.0,83
Apparel,A,02_changed_mind,16490,423,liquidate,0,0.0,-1848
Beauty,B,02_changed_mind,23576,73,keep_it,0,0.0,72
Kitchen,B,03_damaged_shipping,23371,213,liquidate,0,0.0,288
Beauty,B,02_changed_mind,7666,461,liquidate,0,0.0,1070
Kitchen,C,02_changed_mind,10243,282,liquidate,0,0.0,-770
Beauty,A,04_incorrect_item,4548,375,liquidate,0,0.0,-714
Apparel,B,03_damaged_shipping,7844,91,liquidate,0,0.0,-906
Beauty,B,02_changed_mind,1782,82,keep_it,0,0.0,95
Kitchen,B,03_damaged_shipping,29188,178,recycle,1,0.0,-1032
Electronics,B,01_defective,29213,352,refurbish,0,3.7390454335701104,8451
Kitchen,D,02_changed_mind,8231,130,liquidate,0,0.0,108
Electronics,D,02_changed_mind,19952,66,liquidate,0,0.0,-291
Apparel,A,01_defective,13432,369,refurbish,0,1.4380537416109171,7969
Beauty,A,02_changed_mind,4591,321,keep_it,0,0.0,25
Electronics,B,02_changed_mind,1724,356,keep_it,0,0.0,57
Kitchen,C,01_defective,19577,412,recycle,1,0.0,-2235
Apparel,A,02_changed_mind,18687,51,keep_it,0,0.0,93
Kitchen,B,01_defective,4985,493,recycle,1,0.0,-4582
Kitchen,B,02_changed_mind,26615,216,keep_it,0,0.0,28
Kitchen,B,02_changed_mind,10710,96,keep_it,0,0.0,56
Beauty,A,03_damaged_shipping,18935,428,liquidate,0,0.0,-1271
Electronics,B,04_incorrect_item,13599,232,liquidate,0,0.0,-1598
Beauty,B,03_damaged_shipping,18382,288,liquidate,0,0.0,323
Kitchen,A,01_defective,19923,451,refurbish,0,4.798764869746204,2090
Kitchen,B,03_damaged_shipping,27799,411,liquidate,0,0.0,-391
Beauty,B,03_damaged_shipping,15219,400,liquidate,0,0.0,-1174
Electronics,A,03_damaged_shipping,830,101,recycle,1,0.0,-1643
Beauty,A,01_defective,19114,238,refurbish,0,4.7212599270990925,3123
Electronics,B,01_defective,13924,390,refurbish,0,3.317325323031437,9604
Apparel,C,02_changed_mind,26749,112,liquidate,0,0.0,549
Kitchen,B,02_changed_mind,16130,391,keep_it,0,0.0,17
Apparel,B,03_damaged_shipping,1046,377,liquidate,0,0.0,477
Apparel,C,02_changed_mind,12109,252,liquidate,0,0.0,-1111
Beauty,C,02_changed_mind,5896,197,keep_it,0,0.0,38
Beauty,A,01_defective,24677,238,refurbish,0,2.0109605966966764,13872
Beauty,A,01_defective,7138,210,refurbish,0,2.5893395530569743,8613
Electronics,B,02_changed_mind,7789,298,liquidate,0,0.0,770
Beauty,A,02_changed_mind,15953,262,liquidate,0,0.0,720
Electronics,A,03_damaged_shipping,14938,98,liquidate,0,0.0,-1227
Electronics,A,02_changed_mind,11834,244,liquidate,0,0.0,868
Electronics,D,02_changed_mind,7278,442,liquidate,0,0.0,652
Electronics,B,04_incorrect_item,24215,141,liquidate,0,0.0,-1875
Apparel,B,02_changed_mind,5138,440,liquidate,0,0.0,594
Beauty,B,01_defective,8766,79,refurbish,0,2.833268017182778,9754
Kitchen,A,02_changed_mind,8655,86,liquidate,0,0.0,-126
Kitchen,A,02_changed_mind,15240,403,liquidate,0,0.0,-856
Electronics,B,02_changed_mind,10517,90,keep_it,0,0.0,66
Electronics,C,04_incorrect_item,7430,72,liquidate,0,0.0,658
Beauty,B,01_defective,24582,407,refurbish,0,1.019070694953299,7457
Beauty,D,02_changed_mind,14305,298,keep_it,0,0.0,10
Apparel,C,02_changed_mind,7178,284,keep_it,0,0.0,24
Beauty,A,02_changed_mind,28882,427,liquidate,0,0.0,-1672
Kitchen,A,01_defective,13907,405,refurbish,0,4.103464367458343,2781
Kitchen,C,01_defective,15856,79,recycle,1,0.0,102
Electronics,C,01_defective,11536,331,recycle,1,0.0,-4233
Apparel,A,02_changed_mind,22523,397,keep_it,0,0.0,100
Beauty,B,01_defective,23756,352,refurbish,0,4.66239234668225,8284
Beauty,C,02_changed_mind,21737,320,liquidate,0,0.0,-435
Beauty,B,02_changed_mind,27784,307,keep_it,0,0.0,61
Apparel,C,03_damaged_shipping,16187,233,recycle,1,0.0,-4537
Kitchen,B,02_changed_mind,16458,228,liquidate,0,0.0,-970
Electronics,B,01_defective,11010,246,refurbish,0,1.6756156461336964,14560
Beauty,C,04_incorrect_item,27816,435,liquidate,0,0.0,133
Kitchen,B,03_damaged_shipping,26445,75,recycle,1,0.0,-3901
Beauty,A,02_changed_mind,21293,158,liquidate,0,0.0,-599
Apparel,C,02_changed_mind,13431,151,liquidate,0,0.0,-1597
Kitchen,A,01_defective,1453,130,recycle,1,0.0,-3827
Beauty,A,04_incorrect_item,5139,419,liquidate,0,0.0,-1633
Electronics,C,02_changed_mind,23242,129,keep_it,0,0.0,36
Kitchen,B,01_defective,3772,61,recycle,1,0.0,-633
Beauty,B,02_changed_mind,22289,176,liquidate,0,0.0,-744
Electronics,B,02_changed_mind,4886,122,keep_it,0,0.0,61
Kitchen,A,01_defective,6034,98,refurbish,0,2.5190094573514163,11079
Beauty,B,04_incorrect_item,5820,490,donate,0,7.170492572645037,108
Electronics,B,02_changed_mind,19363,433,keep_it,0,0.0,29
Electronics,A,02_changed_mind,19018,328,liquidate,0,0.0,-1200
Apparel,B,02_changed_mind,2893,170,keep_it,0,0.0,27
Beauty,A,02_changed_mind,4966,434,keep_it,0,0.0,31
Electronics,A,01_defective,17612,104,refurbish,0,1.0003916027805642,11465
Apparel,A,01_defective,2381,482,recycle,1,0.0,633
Electronics,B,02_changed_mind,24696,185,liquidate,0,0.0,-600
Kitchen,B,02_changed_mind,28868,356,liquidate,0,0.0,675
Electronics,C,03_damaged_shipping,17539,375,recycle,1,0.0,-1976
Beauty,B,02_changed_mind,26733,138,liquidate,0,0.0,845
Beauty,B,02_changed_mind,29929,427,keep_it,0,0.0,86
Apparel,B,03_damaged_shipping,4044,281,liquidate,0,0.0,-996
Kitchen,C,02_changed_mind,21105,493,keep_it,0,0.0,32
Apparel,C,01_defective,20878,399,refurbish,0,2.7297733120006895,17522
Beauty,B,02_changed_mind,14606,90,keep_it,0,0.0,73
Electronics,C,01_defective,5726,297,refurbish,0,1.917081399187682,17796
Apparel,B,04_incorrect_item,22962,407,donate,0,9.980611923148782,59
Electronics,A,01_defective,23069,76,refurbish,0,2.267311207459983,17904
Apparel,C,02_changed_mind,7255,281,keep_it,0,0.0,81
Apparel,C,03_damaged_shipping,14636,437,recycle,1,0.0,-4031
Beauty,A,03_damaged_shipping,10472,320,recycle,1,0.0,-2193
Beauty,B,04_incorrect_item,6562,279,donate,0,9.37691642927335,217
Beauty,C,02_changed_mind,4111,235,keep_it,0,0.0,65
Beauty,A,03_damaged_shipping,1755,269,recycle,1,0.0,-992
Beauty,D,02_changed_mind,6168,389,keep_it,0,0.0,60
Apparel,D,02_changed_mind,5802,234,keep_it,0,0.0,56
Electronics,D,04_incorrect_item,14412,487,donate,0,9.900189124377185,190
Beauty,B,01_defective,29341,127,refurbish,0,1.624611835191677,9936
Beauty,D,02_changed_mind,5769,71,liquidate,0,0.0,456
Apparel,B,01_defective,16887,185,refurbish,0,3.076049470570875,2750
Kitchen,B,03_damaged_shipping,23400,203,recycle,1,0.0,-2331
Apparel,B,02_changed_mind,20381,343,keep_it,0,0.0,58
Apparel,B,02_changed_mind,6890,156,liquidate,0,0.0,-1238
Kitchen,D,02_changed_mind,3448,191,liquidate,0,0.0,-843
Apparel,A,03_damaged_shipping,621,442,recycle,1,0.0,-1456
Kitchen,A,02_changed_mind,25400,437,liquidate,0,0.0,-1762
Electronics,A,02_changed_mind,4434,248,keep_it,0,0.0,87
Beauty,C,02_changed_mind,20277,362,keep_it,0,0.0,43
Beauty,A,04_incorrect_item,1826,251,liquidate,0,0.0,-1742
Kitchen,B,04_incorrect_item,172,269,liquidate,0,0.0,-1319
Kitchen,B,01_defective,16805,268,refurbish,0,1.438237764862405,17220
Kitchen,A,03_damaged_shipping,14405,150,recycle,1,0.0,-4653
Electronics,B,03_damaged_shipping,12076,114,recycle,1,0.0,-4659
Electronics,B,01_defective,9273,148,refurbish,0,2.830935088227907,14666
Beauty,B,02_changed_mind,4788,185,keep_it,0,0.0,66
Beauty,B,02_changed_mind,8020,375,keep_it,0,0.0,37
Apparel,D,02_changed_mind,10919,376,keep_it,0,0.0,66
Kitchen,B,01_defective,21617,471,refurbish,0,1.5909379374736705,15864
Electronics,B,02_changed_mind,15864,425,liquidate,0,0.0,-603
Electronics,C,03_damaged_shipping,8715,209,liquidate,0,0.0,-615
Apparel,A,03_damaged_shipping,13102,148,recycle,1,0.0,6
Electronics,D,04_incorrect_item,26775,195,liquidate,0,0.0,420
Kitchen,D,02_changed_mind,1327,256,keep_it,0,0.0,98
Apparel,A,01_defective,5857,223,refurbish,0,1.8498122388977123,8060
Kitchen,A,02_changed_mind,8704,228,keep_it,0,0.0,60
Beauty,A,02_changed_mind,4390,147,liquidate,0,0.0,621
Kitchen,B,02_changed_mind,27075,263,keep_it,0,0.0,65
Apparel,B,03_damaged_shipping,26810,419,liquidate,0,0.0,308
Kitchen,C,01_defective,6361,313,refurbish,0,2.384972331266002,7336
Kitchen,B,02_changed_mind,3529,122,keep_it,0,0.0,75
Electronics,A,02_changed_mind,19608,127,keep_it,0,0.0,83
Kitchen,B,02_changed_mind,25028,76,liquidate,0,0.0,-1356
Beauty,B,02_changed_mind,1801,435,keep_it,0,0.0,16
Beauty,A,02_changed_mind,19357,423,liquidate,0,0.0,-1965
Apparel,B,02_changed_mind,8669,228,keep_it,0,0.0,44
Electronics,B,02_changed_mind,652,166,keep_it,0,0.0,61
Electronics,B,02_changed_mind,22688,388,keep_it,0,0.0,16
Beauty,C,02_changed_mind,7981,352,keep_it,0,0.0,95
Kitchen,D,04_incorrect_item,26168,98,liquidate,0,0.0,-1847
Apparel,C,03_damaged_shipping,15878,167,recycle,1,0.0,-2616
Kitchen,C,02_changed_mind,353,148,liquidate,0,0.0,-646
Kitchen,C,02_changed_mind,12409,209,keep_it,0,0.0,74
Apparel,A,03_damaged_shipping,14985,346,recycle,1,0.0,-2716
Kitchen,B,04_incorrect_item,5353,78,liquidate,0,0.0,-611
Beauty,B,02_changed_mind,24250,72,keep_it,0,0.0,83
Apparel,A,02_changed_mind,607,104,keep_it,0,0.0,62
Apparel,A,02_changed_mind,12728,194,liquidate,0,0.0,1167
Kitchen,C,02_changed_mind,12184,82,liquidate,0,0.0,-845
Beauty,A,02_changed_mind,4335,85,keep_it,0,0.0,15
Apparel,C,01_defective,1220,301,refurbish,0,4.440953605680885,17898
Beauty,A,01_defective,26549,77,refurbish,0,2.4067249419156482,13579
Kitchen,D,01_defective,2933,475,recycle,1,0.0,115
Beauty,A,01_defective,226,336,recycle,1,0.0,-1096
Apparel,B,03_damaged_shipping,27042,191,liquidate,0,0.0,901
Beauty,A,02_changed_mind,23871,485,keep_it,0,0.0,93
Kitchen,C,02_changed_mind,9916,438,keep_it,0,0.0,33
Electronics,B,03_damaged_shipping,10073,449,recycle,1,0.0,-1281
Beauty,C,02_changed_mind,9899,395,keep_it,0,0.0,94
Beauty,C,02_changed_mind,654,349,liquidate,0,0.0,-1513
Kitchen,B,03_damaged_shipping,10548,138,recycle,1,0.0,-2005
Kitchen,C,02_changed_mind,29406,404,keep_it,0,0.0,25
Electronics,A,01_defective,26312,222,refurbish,0,1.669983325308618,6711
Apparel,B,02_changed_mind,13963,81,liquidate,0,0.0,-895
Beauty,B,03_damaged_shipping,20974,389,liquidate,0,0.0,-1428
Beauty,B,04_incorrect_item,17145,208,liquidate,0,0.0,-941
Electronics,B,01_defective,14945,140,refurbish,0,4.842864003049442,2513
Electronics,B,01_defective,4820,315,refurbish,0,1.64441096635543,8121
Apparel,C,01_defective,17321,307,refurbish,0,1.913333138558103,13270
Beauty,D,02_changed_mind,20958,326,keep_it,0,0.0,80
Kitchen,B,03_damaged_shipping,396,331,recycle,1,0.0,-4011
Apparel,D,03_damaged_shipping,13431,91,liquidate,0,0.0,1013
Beauty,B,02_changed_mind,23915,454,liquidate,0,0.0,1185
Apparel,C,02_changed_mind,7143,237,keep_it,0,0.0,90
Beauty,B,03_damaged_shipping,19335,112,recycle,1,0.0,-3591
Electronics,A,03_damaged_shipping,27006,361,liquidate,0,0.0,780
Apparel,A,02_changed_mind,28805,299,keep_it,0,0.0,68
Electronics,A,02_changed_mind,15709,389,liquidate,0,0.0,43
Electronics,A,01_defective,8480,79,refurbish,0,3.469836735832491,11683
Electronics,A,02_changed_mind,2476,341,liquidate,0,0.0,-1806
Electronics,D,02_changed_mind,15969,239,keep_it,0,0.0,89
Kitchen,B,02_changed_mind,17209,445,keep_it,0,0.0,100
Kitchen,C,02_changed_mind,14674,234,keep_it,0,0.0,82
Apparel,B,02_changed_mind,19640,84,keep_it,0,0.0,47
Apparel,A,02_changed_mind,8243,215,keep_it,0,0.0,28
Electronics,A,02_changed_mind,18917,53,liquidate,0,0.0,-1842
Beauty,D,01_defective,13223,139,refurbish,0,1.5127667641132483,11015
Beauty,A,01_defective,26766,345,refurbish,0,3.882806681474441,15971
Beauty,D,02_changed_mind,21753,482,keep_it,0,0.0,17
Apparel,D,02_changed_mind,18548,148,liquidate,0,0.0,-1621
Kitchen,D,02_changed_mind,2488,374,keep_it,0,0.0,30
Kitchen,B,02_changed_mind,11089,153,keep_it,0,0.0,91
Electronics,C,03_damaged_shipping,19502,249,recycle,1,0.0,-2640
Apparel,A,03_damaged_shipping,13743,214,liquidate,0,0.0,729
Apparel,A,01_defective,15897,227,refurbish,0,4.634141171256108,10285
Beauty,A,01_defective,20448,254,refurbish,0,1.0668838997540036,7677
Beauty,B,01_defective,28262,239,refurbish,0,3.7944493573197695,10388
Kitchen,B,03_damaged_shipping,21141,433,recycle,1,0.0,-2790
Electronics,C,01_defective,17379,128,recycle,1,0.0,-4861
Beauty,B,03_damaged_shipping,26279,128,recycle,1,0.0,-3719
Electronics,C,02_changed_mind,16688,431,liquidate,0,0.0,1181
Kitchen,A,04_incorrect_item,12781,263,liquidate,0,0.0,-1064
Electronics,B,03_damaged_shipping,29280,431,liquidate,0,0.0,-791
Kitchen,D,03_damaged_shipping,20243,459,liquidate,0,0.0,277
Kitchen,A,02_changed_mind,8920,151,keep_it,0,0.0,51
Beauty,B,02_changed_mind,22197,269,keep_it,0,0.0,75
Kitchen,B,02_changed_mind,14383,63,liquidate,0,0.0,537
Beauty,B,04_incorrect_item,12640,64,liquidate,0,0.0,-194
Electronics,B,03_damaged_shipping,14901,475,recycle,1,0.0,-4157
Beauty,B,03_damaged_shipping,2430,196,liquidate,0,0.0,-1403
Beauty,B,03_damaged_shipping,18984,179,recycle,1,0.0,-1461
Beauty,A,01_defective,111,433,refurbish,0,4.0362090059385665,8786
Apparel,A,01_defective,12867,403,refurbish,0,3.500843476338394,3139
Beauty,A,02_changed_mind,5702,95,keep_it,0,0.0,12
Apparel,C,02_changed_mind,13361,456,liquidate,0,0.0,-493
Electronics,A,02_changed_mind,25276,142,liquidate,0,0.0,-1347
Apparel,B,01_defective,23849,166,refurbish,0,1.5517934179944355,9248
Apparel,B,02_changed_mind,13144,386,liquidate,0,0.0,437
Kitchen,C,02_changed_mind,18404,229,liquidate,0,0.0,1161
Electronics,A,03_damaged_shipping,6537,180,recycle,1,0.0,-3921
Beauty,C,02_changed_mind,7951,419,liquidate,0,0.0,1118
Apparel,D,02_changed_mind,12073,93,keep_it,0,0.0,90
Beauty,C,02_changed_mind,4528,450,keep_it,0,0.0,25
Beauty,C,03_damaged_shipping,7311,170,liquidate,0,0.0,-398
Apparel,B,02_changed_mind,12382,137,liquidate,0,0.0,277
Apparel,D,02_changed_mind,7673,160,liquidate,0,0.0,564
Kitchen,D,04_incorrect_item,9157,468,liquidate,0,0.0,-760
Apparel,C,02_changed_mind,26436,487,keep_it,0,0.0,28
Electronics,C,03_damaged_shipping,2870,135,recycle,1,0.0,-323
Apparel,B,03_damaged_shipping,13653,318,recycle,1,0.0,-1863
Beauty,B,03_damaged_shipping,6677,379,recycle,1,0.0,-3703
Beauty,B,01_defective,21819,82,refurbish,0,3.7820351627659083,3661
Electronics,C,03_damaged_shipping,3857,404,liquidate,0,0.0,613
Kitchen,C,02_changed_mind,5146,77,keep_it,0,0.0,44
Apparel,A,03_damaged_shipping,12453,207,recycle,1,0.0,676
Apparel,B,03_damaged_shipping,22874,160,liquidate,0,0.0,-1258
Beauty,C,03_damaged_shipping,13587,341,recycle,1,0.0,-2307
Kitchen,B,01_defective,9306,264,refurbish,0,4.1640968432071155,14586
Apparel,D,02_changed_mind,28538,99,keep_it,0,0.0,44
Kitchen,A,02_changed_mind,10693,353,liquidate,0,0.0,410
Kitchen,A,03_damaged_shipping,19838,322,recycle,1,0.0,-1024
Electronics,A,01_defective,4617,182,refurbish,0,1.596878242348028,13842
Apparel,B,02_changed_mind,14448,147,liquidate,0,0.0,477
Kitchen,B,02_changed_mind,17408,55,keep_it,0,0.0,57
Kitchen,D,02_changed_mind,2777,85,keep_it,0,0.0,63
Kitchen,B,01_defective,7896,326,refurbish,0,2.633214738923372,4754
Kitchen,B,01_defective,8656,274,refurbish,0,3.552549871321333,6646
Kitchen,C,01_defective,14390,167,refurbish,0,2.255740357342587,17181
Beauty,B,02_changed_mind,20750,250,liquidate,0,0.0,1011
Kitchen,A,01_defective,4361,281,recycle,1,0.0,-970
Beauty,B,03_damaged_shipping,21473,330,recycle,1,0.0,-1662
Apparel,A,01_defective,7969,187,refurbish,0,2.4450350827375007,15626
Electronics,C,02_changed_mind,17285,391,keep_it,0,0.0,64
Kitchen,A,02_changed_mind,21982,303,keep_it,0,0.0,57
Electronics,D,01_defective,1249,64,refurbish,0,4.915873071624047,3397
Beauty,B,02_changed_mind,16996,270,keep_it,0,0.0,87
Beauty,B,02_changed_mind,24596,374,liquidate,0,0.0,229
Electronics,B,02_changed_mind,25821,497,keep_it,0,0.0,37
Electronics,B,02_changed_mind,9993,320,keep_it,0,0.0,82
Electronics,D,04_incorrect_item,14581,323,liquidate,0,0.0,-673
Kitchen,A,01_defective,22912,115,refurbish,0,2.875808066305072,17938
Beauty,B,01_defective,13514,161,refurbish,0,1.1783036098440922,16331
Apparel,C,03_damaged_shipping,16068,442,recycle,1,0.0,-1412
Electronics,C,01_defective,11425,294,refurbish,0,4.864355507101993,14722
Electronics,C,02_changed_mind,25308,245,liquidate,0,0.0,1172
Electronics,D,03_damaged_shipping,25435,191,liquidate,0,0.0,729
Beauty,B,02_changed_mind,27748,58,keep_it,0,0.0,24
Kitchen,A,02_changed_mind,28011,315,keep_it,0,0.0,56
Apparel,A,02_changed_mind,26116,392,liquidate,0,0.0,-250
Kitchen,A,02_changed_mind,25355,120,liquidate,0,0.0,286
Apparel,A,02_changed_mind,3702,373,keep_it,0,0.0,32
Apparel,B,04_incorrect_item,2288,268,liquidate,0,0.0,-359
Beauty,A,01_defective,22603,217,refurbish,0,3.712945142737754,9630
Electronics,B,02_changed_mind,26702,305,liquidate,0,0.0,-85
Apparel,B,03_damaged_shipping,3652,235,recycle,1,0.0,-3953
Electronics,A,02_changed_mind,22181,153,keep_it,0,0.0,86
Kitchen,C,02_changed_mind,9583,441,keep_it,0,0.0,95
Beauty,B,03_damaged_shipping,13710,222,recycle,1,0.0,55
Electronics,A,04_incorrect_item,16714,379,donate,0,7.1921185422816,18
Beauty,A,03_damaged_shipping,10676,344,recycle,1,0.0,751
Electronics,C,02_changed_mind,12767,330,keep_it,0,0.0,38
Kitchen,B,02_changed_mind,3082,83,liquidate,0,0.0,446
Electronics,D,01_defective,8139,363,recycle,1,0.0,-4213
Apparel,C,02_changed_mind,202,451,liquidate,0,0.0,-161
Electronics,C,02_changed_mind,23080,247,liquidate,0,0.0,-77
Beauty,B,02_changed_mind,16390,417,keep_it,0,0.0,86
Beauty,B,04_incorrect_item,25431,89,liquidate,0,0.0,-1207
Apparel,A,03_damaged_shipping,17165,55,liquidate,0,0.0,-1433
Electronics,B,02_changed_mind,11575,219,keep_it,0,0.0,64
Beauty,D,04_incorrect_item,26483,259,donate,0,6.843092528114315,74
Beauty,B,04_incorrect_item,14924,494,donate,0,7.423008485152339,104
Kitchen,B,04_incorrect_item,12600,77,donate,0,4.860642306280738,241
Apparel,B,02_changed_mind,23578,462,keep_it,0,0.0,12
Electronics,B,03_damaged_shipping,21976,192,recycle,1,0.0,656
Electronics,B,04_incorrect_item,4539,138,liquidate,0,0.0,-1539
Apparel,B,02_changed_mind,7638,475,liquidate,0,0.0,-1429
Kitchen,A,02_changed_mind,16410,445,liquidate,0,0.0,853
Electronics,A,03_damaged_shipping,15498,252,liquidate,0,0.0,-1808
Beauty,B,03_damaged_shipping,22033,470,liquidate,0,0.0,420
Apparel,C,03_damaged_shipping,24578,469,liquidate,0,0.0,-1325
Electronics,D,02_changed_mind,22859,272,keep_it,0,0.0,55
Electronics,B,02_changed_mind,7637,381,keep_it,0,0.0,14
Kitchen,D,02_changed_mind,8821,358,keep_it,0,0.0,31
Electronics,A,02_changed_mind,23996,108,keep_it,0,0.0,40
Electronics,D,04_incorrect_item,17482,335,liquidate,0,0.0,1195
Kitchen,B,01_defective,22333,191,refurbish,0,3.543358335994126,13356
Apparel,C,02_changed_mind,3957,133,keep_it,0,0.0,61
Electronics,A,02_changed_mind,8493,332,liquidate,0,0.0,424
Kitchen,A,01_defective,11694,385,refurbish,0,1.4234389326519388,10849
Apparel,D,02_changed_mind,6030,298,keep_it,0,0.0,69
Beauty,A,02_changed_mind,10517,439,keep_it,0,0.0,73
Electronics,A,02_changed_mind,24285,396,keep_it,0,0.0,59
Apparel,B,02_changed_mind,1450,324,liquidate,0,0.0,562
Kitchen,B,04_incorrect_item,19069,482,liquidate,0,0.0,-1168
Kitchen,A,02_changed_mind,5563,406,liquidate,0,0.0,-1886
Kitchen,A,01_defective,8722,323,refurbish,0,1.095140928876579,12123
Kitchen,B,02_changed_mind,3778,89,liquidate,0,0.0,-1826
Electronics,B,03_damaged_shipping,5958,52,recycle,1,0.0,-2931
Beauty,C,03_damaged_shipping,23275,180,recycle,1,0.0,-3833
Kitchen,B,03_damaged_shipping,8562,214,recycle,1,0.0,-2730
Beauty,C,02_changed_mind,23482,140,liquidate,0,0.0,-1611
Beauty,A,02_changed_mind,10745,472,liquidate,0,0.0,19
Apparel,D,03_damaged_shipping,18860,313,recycle,1,0.0,-3735
Kitchen,C,02_changed_mind,25329,495,liquidate,0,0.0,927
Beauty,C,03_damaged_shipping,5080,242,liquidate,0,0.0,-1389
Beauty,A,03_damaged_shipping,1399,211,liquidate,0,0.0,36
Beauty,A,04_incorrect_item,7164,470,donate,0,5.870461514482087,144
Kitchen,B,01_defective,4184,246,recycle,1,0.0,-1017
Beauty,D,02_changed_mind,26297,59,liquidate,0,0.0,-1502
Beauty,B,02_changed_mind,24854,97,keep_it,0,0.0,58
Electronics,B,03_damaged_shipping,14279,74,liquidate,0,0.0,524
Apparel,C,04_incorrect_item,22060,77,liquidate,0,0.0,-795
Kitchen,B,02_changed_mind,1445,329,liquidate,0,0.0,213
Electronics,B,03_damaged_shipping,855,441,liquidate,0,0.0,797
Kitchen,A,03_damaged_shipping,14792,447,recycle,1,0.0,-4171
Kitchen,B,02_changed_mind,8223,462,keep_it,0,0.0,87
Apparel,C,02_changed_mind,6163,319,liquidate,0,0.0,-491
Electronics,C,02_changed_mind,24879,483,keep_it,0,0.0,100
Apparel,B,03_damaged_shipping,13181,174,liquidate,0,0.0,899
Electronics,A,01_defective,28569,229,refurbish,0,2.1166086193317977,17510
Beauty,B,02_changed_mind,633,341,liquidate,0,0.0,839
Electronics,A,04_incorrect_item,23448,399,donate,0,5.0245637557797815,282
Apparel,A,03_damaged_shipping,24880,255,liquidate,0,0.0,890
Electronics,A,03_damaged_shipping,21298,365,liquidate,0,0.0,358
Electronics,B,02_changed_mind,25364,73,keep_it,0,0.0,51
Apparel,D,04_incorrect_item,25818,344,donate,0,7.590866235286652,104
Electronics,B,01_defective,22236,282,refurbish,0,2.2656325358291505,7264
Apparel,B,02_changed_mind,6862,320,liquidate,0,0.0,-970
